ProviderNumber varchar(255),HospitalName varchar(255),Address1 varchar(255),Address2 varchar(255),Address3 varchar(255),City varchar(255),State varchar(255),ZIPCode varchar(255),CountryName varchar(255),PhoneNumber varchar(255),HospitalType varchar(255),HospitalOwner varchar(255),EmergencyService varchar(255),Condition varchar(255),MeasureCode varchar(255),MeasureName varchar(255),Score varchar(255),Sample varchar(255),StateAvg varchar(255)
04009F,FAYETTEVILLE AR VA MEDICAL CENTER,1100 N. COLLEGE AVENUE,,,FAYETTEVILLEtypo,AR,72703,WASHINGTON,4794445058,Acute Care - VA Medical Center,Government Federal,No,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgerytypo,96%,24 patients,AR_SCIP-VTE-2
50230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,12601 GARDEN GROVE BLVD,,,GARDEN GROVE,CA,92843,ORANGE,7145375160,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeriestypo,98%,112 patients,CA_SCIP-VTE-1
30101,WESTERN ARIZONA REGIONAL MEDICAL CTR,2735 SILVER CREEK ROAD,,,BULLHEAD CITY,AZ,86442,MOHAVE,9287632273,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-7Atypo,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,33%,3 patients,AZ_AMI-7A
50152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,,,SAN FRANCISCO,CA,94109,SAN FRANCISCO,4157754321,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,100%,14 patients,CA_AMI-2
41313,OZARK HEALTH,2500 HIGHWAY 65 SOUTH,,,CLINTON,AR,72031,VAN BUREN,5017457004,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-7typo,Pneumonia Patients Assessed and Given Influenza Vaccination,87%,61 patients,AR_PN-7
20012,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,,,FAIRBANKStypo,AK,99701,FAIRBANKS NORTH STAR,9074528181,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,86%,69 patients,AK_HF-1
50060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,,,FRESNO,CAtypo,93715,FRESNO,5594596000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrivaltypo,72%,64 patients,CA_AMI-8A
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,,,CULLMAN,AL,35058,CULLMAN,2567372000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,100%,3 patients,AL_AMI-4typo
50101,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,,,VALLEJO,CA,94589,SOLANO,7075545280,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,89%,96 patients,CA_PN-3B
30107,ARIZONA SPINE AND JOINT HOSPITAL,4620 EAST BASELINE ROAD,,,MESA,AZ,85206,MARICOPA,4808324770,Acute Care Hospitals,Proprietary,No,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,,,AZ_HF-1
50108,SUTTER GENERAL HOSPITAL,2801 L STREET,,,SACRAMENTO,CA,95816,SACRAMENTO,9167338999typo,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),97%,501 patients,CA_SCIP-INF-3
41326,DELTA MEMORIAL HOSPITAL,300 EAST PICKENS,,,DUMAS,AR,71639,DESHA,8703824303,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,0%,1 patients,AR_AMI-5
41310,STONE COUNTY MEDICAL CENTER,HIGHWAY 14 EAST,,,MOUNTAIN VIEW,AR,72560,STONE,8702694361,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,100%,9 patients,AR_HF-4
10157,SHOALS HOSPITAL,201 WEST AVALON AVENUE,,,MUSCLE SHOALS,AL,35661,COLBERT,2563861601,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),89%,37 patients,AL_PN-6
31304,PAGE HOSPITAL,501 NORTH NAVAJO DRIVE,,,PAGE,AZ,86040,COCONINO,6286452424,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,,,AZ_SCIP-CARD-2
40029,CONWAY REGIONAL MEDICAL CENTER,2302 COLLEGE AVENUE,,,CONWAY,AR,72034,FAULKNER,5013293831,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4typo,Heart Attack Patients Given Smoking Cessation Advice/Counseling,100%,56 patients,AR_AMI-4
50219,COAST PLAZA HOSPITAL,13100 STUDEBAKER RD,,,NORWALK,CAtypo,90650,LOS ANGELES,5628683751,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,91%,106 patients,CA_HF-2
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,,,HUNTSVILLE,AL,35801,MADISON,2562651000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Functiontypo,95%,303 patients,AL_HF-2
30102,ARIZONA HEART HOSPITAL,1930 EAST THOMAS ROAD,,,PHOENIX,AZ,85016,MARICOPA,6025321000,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,92%,225 patients,AZ_SCIP-INF-4
50192,SIERRA KINGS DISTRICT HOSPITAL,372 W CYPRESS AVE,,,REEDLEY,CA,93654,FRESNO,5596388155,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgerytypo,0%,2 patients,CA_SCIP-CARD-2
30069,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,,,LAKE HAVASU CITY,AZ,86403,MOHAVE,9288558185,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,96%,232 patients,AZ_SCIP-VTE-2
50228,SAN FRANCISCO GENERAL HOSPITAL,1001 POTRERO AVENUE,,,SAN FRANCISCO,CA,94110typo,SAN FRANCISCO,4152068000,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,78%,130 patients,CA_PN-3B
50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,,,CHULA VISTA,CAtypo,91911,SAN DIEGO,6195025800,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),95%,177 patients,CA_PN-6
40152,PHYSICIANS- SPECIALTY HOSPITAL,3873 NORTH PARKVIEW DRIVE,,,FAYETTEVILLE,AR,72703,WASHINGTON,4795717002,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrivaltypo,,,AR_AMI-8A
30121,MOUNTAIN VISTA MEDICAL CENTER; LP,1301 SOUTH CRISMON ROAD,,,MESA,AZ,85209,MARICOPA,4803586100,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),91%,105 patients,AZ_PN-6
50264,SAN LEANDRO HOSPITAL,13855 E 14TH STREET,,,SAN LEANDRO,CA,94578,ALAMEDA,5106674510,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,98%,120 patients,CA_PN-5C
30024,ST JOSEPH-S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,,,PHOENIX,AZ,85013,MARICOPA,6024063000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),93%,163 patients,AZ_PN-6
40084,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,,,BENTON,AR,72015,SALINE,5017766000,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,98%,47 patients,AR_AMI-1
50174,SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,,,SANTA ROSA,CA,95405,SONOMA,7075255300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,100%,44 patients,CA_HF-4typo
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,,,BIRMINGHAM,AL,35233typo,JEFFERSON,2059334515typo,Acute Care - VA Medical Center,Government Federal,No,Surgical Infection Preventiontypo,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),96%,241 patients,AL_SCIP-INF-3
20026,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,,,ANCHORAGE,AK,99508,ANCHORAGE,9075632662,Acute Care Hospitals,Government - Federal,Yes,Pneumoniatypo,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),74%,84 patients,AK_PN-6
50079,DOCTORS MEDICAL CENTER-SAN PABLO,2000 VALE RD,,,SAN PABLO,CA,94806typo,CONTRA COSTA,5109705000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,96%,173 patients,CA_AMI-2
50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,,,REDWOOD CITY,CA,94062,SAN MATEO,6503675551,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,98%,213 patients,CA_HF-2
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,,,WINFIELD,AL,35594,MARION,2054877736,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,98%,102 patients,AL_SCIP-INF-1
50038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,,,SAN JOSE,CA,95128,SANTA CLARA,4088855000,Acute Care Hospitals,Government - Local,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,91%,102 patients,CA_HF-4
50026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,,,LA MESA,CA,91942,SAN DIEGO,6194650711,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,0 patients,CA_AMI-7A
50478,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,,,SOLVANG,CA,93463,SANTA BARBARA,8056886431typo,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,1 patients,CA_AMI-3
50116,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,,,NORTHRIDGE,CAtypo,91325,LOS ANGELES,8188858500,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,38 patients,CA_AMI-3
30055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,,,KINGMAN,AZ,86409,MOHAVE,9287572101,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,95%,209 patients,AZ_PN-2
40114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,9601 INTERSTATE 630; EXIT 7,,,LITTLE ROCK,AR,72205typo,PULASKI,5012022000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,97%,422 patients,AR_AMI-2
50126,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,,,VAN NUYS,CA,91406,LOS ANGELES,8189023906typo,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,22%,251 patients,CA_HF-1
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,,,CENTRE,ALtypo,35960,CHEROKEE,2569275531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,100%,20 patients,AL_PN-4
30111,UNIVERSITY PHYSICIANS HEALTHCARE HOSPITAL AT KINO,2800 EAST AJO WAY,,,TUCSON,AZ,85713,PIMA,5202944471,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,0 patients,AZ_AMI-7A
10118,VAUGHAN REG MED CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,,,SELMA,ALtypo,36701,DALLAS,3344184100,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),100%,264 patients,AL_SCIP-INF-6
50055,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE-S CAMPUS,3555 CESAR CHAVEZ STREET,,,SAN FRANCISCO,CA,94110,SAN FRANCISCO,4156416562,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Children&#8217;s Asthma Care,CAC-3,Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma,58%,12 patients,CA_CAC-3
50017,MERCY GENERAL HOSPITAL,4001 J ST,,,SACRAMENTO,CA,95819,SACRAMENTO,9164534545typo,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,91%,378 patients,CA_HF-1
30064,UNIVERSITY MEDICAL CENTER,1501 NORTH CAMPBELL AVENUE,,,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,89%,87 patients,AZ_PN-3B
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,,,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,87%,179 patients,CA_HF-1
50235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA,,,BURBANKtypo,CA,91505,LOS ANGELES,8188435111,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,95%,406 patients,CA_SCIP-INF-2
50132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,,,SAN GABRIEL,CA,91778,LOS ANGELES,6262895454,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,96%,122 patients,CA_PN-5C
50007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,,,BURLINGAME,CA,94010,SAN MATEO,6506965270,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,17 patients,CA_AMI-3
31311,LITTLE COLORADO MEDICAL CENTER,1501 NORTH WILLIAMSON AVENUE,,,WINSLOW,AZ,86047typo,NAVAJO,9282894691,Critical Access Hospitals,Proprietary,No,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,22%,9 patients,AZ_PN-2
50071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,,,SANTA CLARA,CA,95051,SANTA CLARA,4082366400,Acute Care Hospitals,Government - Federal,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,100%,320 patients,CA_HF-2
30120,GILBERT HOSPITAL,5656 SOUTH POWER ROAD,,,GILBERT,AZ,85295,MARICOPA,4802795835,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,,,AZ_SCIP-CARD-2
41318,BOONEVILLE COMMUNITY HOSPITAL,880 WEST MAIN,,,BOONEVILLE,AR,72927,LOGAN,4796752800typo,Critical Access Hospitals,Government - Local,Yes,Heart Attacktypo,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,0 patients,AR_AMI-7Atypo
50057,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,,,VISALIA,CA,93291,TULARE,5596242000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,96%,306 patients,CA_AMI-5
50180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,,,WALNUT CREEK,CA,94598,CONTRA COSTA,9259393000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,99%,135 patients,CA_AMI-5
40020,ST BERNARDS MEDICAL CTR,225 E JACKSON,,,JONESBORO,AR,72401,CRAIGHEAD,8709724100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,90%,345 patients,AR_HF-1
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,,,OPP,AL,36467typo,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,90%,63 patients,AL_PN-7
20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,,,BETHEL,AK,99559,BETHEL,9075436300,Acute Care Hospitals,Government - Federal,No,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,,AK_SCIP-INF-1
30083,PARADISE VALLEY HOSPITAL,3929 EAST BELL ROAD,,,PHOENIX,AZ,85032,MARICOPA,6029235000,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,91%,34 patients,AZ_AMI-8A
50008,DAVIES MEDICAL CENTER,CASTRO  DUBOCE STS,,,SAN FRANCISCO,CA,94114,SAN FRANCISCO,4156006000typo,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,,0 patients,CA_AMI-4
10125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E,,,HALEYVILLE,ALtypo,35565,WINSTON,2054857117,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,100%,76 patients,AL_HF-2
40015,MENA MEDICAL CENTER,311 NORTH MORROW STREET,,,MENA,ARtypo,71953,POLK,4793946100,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-2typo,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,88%,40 patients,AR_PN-2
01021F,TUSCALOOSA VA MEDICAL CENTER,3701 LOOP ROAD,,,TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,Acute Care - VA Medical Center,Government Federal,No,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),,,AL_SCIP-INF-6
40027,BAXTER REGIONAL MEDICAL CENTER,624 HOSPITAL DRIVE,,,MOUNTAIN HOME,AR,72653,BAXTER,8705081000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-1typo,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,96%,510 patients,AR_SCIP-INF-1
40147,ARKANSAS SURGICAL HOSPITAL,5201 NORTH SHORE DRIVE,,,NO LITTLE ROCK,AR,72118,PULASKI,5017488000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attacktypo,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,,AR_AMI-3
31303,SOUTHEAST ARIZONA MEDICAL CENTER,2174 WEST OAK AVENUE,,,DOUGLAS,AZtypo,85607typo,COCHISE,5203647931,Critical Access Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,,,AZ_AMI-5
30067,LA PAZ REGIONAL HOSPITAL,1200 MOHAVE ROAD,,,PARKERtypo,AZ,85344,LA PAZ,9286697300,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,1 patients,AZ_AMI-3
10078,NORTHEAST ALABAMA REGIONAL MED CENTER,400 EAST 10TH STREET,,,ANNISTONtypo,AL,36207,CALHOUN,2562355121,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),98%,688 patients,AL_SCIP-INF-6
10169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,,,ATMORE,AL,36502,ESCAMBIA,2513682500,Acute Care Hospitals,Government - Hospital District or Authority,No,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)typo,92%,39 patients,AL_PN-6
10118,VAUGHAN REG MED CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,,,SELMA,AL,36701,DALLAS,3344184100,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-2typo,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,96%,114 patients,AL_PN-2
10069,MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,,,EUFAULA,AL,36027,BARBOUR,3346887271,Acute Care Hospitals,Voluntary non-profit - Other,No,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,,0 patients,AL_AMI-8A
30117,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,,,FORT MOHAVE,AZtypo,86426typo,MOHAVE,9287882273,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),78%,55 patients,AZ_PN-6
41314,DE WITT HOSPITAL & NURSING HOME; INC,1641 WHITEHEAD DRIVE,,,DE WITT,AR,72042,ARKANSAS,8709463571,Critical Access Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,100%,4 patients,AR_HF-4
10148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,,,EVERGREEN,AL,36401,CONECUH,2515782480,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,,AL_SCIP-INF-1
50090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,,,SONOMA,CA,95476,SONOMA,7079355106,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,82%,45 patients,CA_SCIP-VTE-2
50077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,,,SAN DIEGO,CA,92103,SAN DIEGO,6192948111,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,99%,347 patients,CA_AMI-1
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,,,VALLEY,ALtypo,36854,CHAMBERS,3347561400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,AL_SCIP-INF-4
10078,NORTHEAST ALABAMA REGIONAL MED CENTER,400 EAST 10TH STREET,,,ANNISTON,AL,36207,CALHOUN,2562355121,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),85%,126 patients,AL_PN-6
30065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,,,MESAtypo,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),100%,589 patients,AZ_SCIP-INF-6
50159,VENTURA COUNTY MEDICAL CENTER,3291 LOMA VISTA RD,,,VENTURA,CA,93003,VENTURA,8056526075,Acute Care Hospitals,Government - Local,Yes,Heart Attacktypo,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,2 patients,CA_AMI-3
50054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,,,BANNING,CA,92220,RIVERSIDE,9517692101,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),86%,28 patients,CA_PN-6
30068,MT GRAHAM REGIONAL MEDICAL CENTER,1600  S 20TH AVENUE,,,SAFFORDtypo,AZ,85546,GRAHAM,9283484000,Acute Care Hospitals,Government - Hospital District or Authority,No,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,81%,26 patients,AZ_PN-4
